"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
195,"1","спасибо, что решили проблему оперативно ","2025-05-12T07:29:26.273315Z",3892910,5.344,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:29:26.273336Z","","","","",""
196,"1","Оперативно, внимательно, вежливо. Спасибо. ","2025-05-12T07:29:47.718955Z",3893074,18.683,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:29:47.718972Z","","","","",""
197,"1","Спасибо, всё оперативно сделали!","2025-05-12T07:29:58.014513Z",3893110,8.39,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:29:58.014531Z","","","","",""
198,"1","Была распечатана бумажная квитанция.Хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение Самолет+УК","2025-05-12T07:30:10.605427Z",3893437,11.239,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:30:10.605456Z","","","","",""
199,"1","Заявка быстра принята в работу. Проблема решена. Спасибо! 
","2025-05-12T07:30:16.346054Z",3893476,4.807,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T07:30:16.346072Z","","","","",""
200,"1","Молодцы! Быстро! 😁","2025-05-12T07:30:20.354513Z",3893532,3.069,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:30:20.354533Z","","","","",""
201,"1","Спасибо","2025-05-12T07:30:25.376894Z",3893660,3.808,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:30:25.376920Z","","","","",""
202,"1"," Спасибо большое за оперативность👍👍👍","2025-05-12T07:30:29.468719Z",3893735,2.781,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:30:29.468738Z","","","","",""
203,"1","Благодарю!","2025-05-12T07:30:32.903597Z",3893847,2.499,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:30:32.903627Z","","","","",""
204,"1","Спасибо большое,всех благ и процветание вашей компании ","2025-05-12T07:30:39.199033Z",3893860,5.397,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:30:39.199053Z","","","","",""
205,"1","спасибо электрику","2025-05-12T07:30:43.748163Z",3893967,3.081,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:30:43.748191Z","","","","",""
206,"1","Спасибо ","2025-05-12T07:30:47.320955Z",3894014,2.477,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:30:47.320984Z","","","","",""
207,"1","Спасибо ","2025-05-12T07:30:50.701442Z",3894023,2.225,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:30:50.701462Z","","","","",""
208,"1","всё грамотно по полочкам объяснил","2025-05-12T07:30:55.220435Z",3894064,3.478,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:30:55.220457Z","","","","",""
209,"1","благодарю за быстро и качественно оказанную услугу","2025-05-12T07:31:01.652332Z",3894130,5.412,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:31:01.652347Z","","","","",""
210,"1","Спасибо за оперативное решение вопроса! ","2025-05-12T07:31:06.626788Z",3894191,3.979,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:31:06.626806Z","","","","",""
211,"1","Спасибо ","2025-05-12T07:31:10.952388Z",3894264,2.702,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:31:10.952409Z","","","","",""
212,"1","Спасибо ","2025-05-12T07:31:15.080450Z",3894294,2.819,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:31:15.080468Z","","","","",""
213,"1","Огромное спасибо, быстро и качественно ","2025-05-12T07:31:20.940472Z",3894326,4.632,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T07:31:20.940500Z","","","","",""
214,"1","спасибо","2025-05-12T07:31:24.359284Z",3894383,2.335,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:31:24.359301Z","","","","",""
215,"1","Спасибо большое за оперативность ","2025-05-12T07:31:29.888012Z",3894419,4.306,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:31:29.888031Z","","","","",""
216,"1","Спасибо большое! ","2025-05-12T07:31:34.517874Z",3894423,3.112,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:31:34.517894Z","","","","",""
217,"1","спасибо! ","2025-05-12T07:31:38.234475Z",3894439,2.702,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:31:38.234493Z","","","","",""
218,"1","спасибо за ремонт!","2025-05-12T07:31:42.073970Z",3894440,2.498,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:31:42.073988Z","","","","",""
219,"1","благодарю менеджера Татьяну ","2025-05-12T07:31:46.773816Z",3894680,3.201,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:31:46.773840Z","","","","",""
220,"1","благодарю менеджера ","2025-05-12T07:31:52.439364Z",3894684,3.689,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:31:52.439383Z","","","","",""
221,"1","сотрудники молодцы!","2025-05-12T07:31:56.742416Z",3894714,2.997,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:31:56.742447Z","","","","",""
222,"1","Большое спасибо ","2025-05-12T07:32:00.086018Z",3894876,2.344,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:32:00.086036Z","","","","",""
223,"1","Большое спасибо ","2025-05-12T07:32:04.298359Z",3894890,2.853,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:32:04.298377Z","","","","",""
224,"1","оперативно и качественно! браво!","2025-05-12T07:32:12.084780Z",3894893,6.679,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:32:12.084803Z","","","","",""
225,"1","Спасибо огромное! Оперативно и качественно решили проблему! ","2025-05-12T07:32:17.819814Z",3894902,4.85,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:32:17.819837Z","","","","",""
226,"1","сделали","2025-05-12T07:32:22.057613Z",3894919,3.097,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:32:22.057637Z","","","","",""
227,"1","Спасибо!","2025-05-12T07:32:26.028964Z",3894947,2.498,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:32:26.028982Z","","","","",""
228,"1","спасибо за оперативность","2025-05-12T07:32:30.873883Z",3895024,3.585,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:32:30.873901Z","","","","",""
229,"1","Поднималась сегодня с утра, запаха нет совсем. Спасибо большое ","2025-05-12T07:32:36.888424Z",3895042,4.902,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:32:36.888441Z","","","","",""
230,"1","Специалист проконсультировал, сориентировал по срокам.","2025-05-12T07:32:42.599747Z",3895051,4.364,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:32:42.599770Z","","","","",""
231,"1","спасибо, быстро и качественно. ","2025-05-12T07:32:48.478162Z",3895064,4.014,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:32:48.478180Z","","","","",""
232,"1","Спасибо ","2025-05-12T07:32:52.744484Z",3895084,2.862,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:32:52.744502Z","","","","",""
233,"1","спасибо. ","2025-05-12T07:32:57.197648Z",3895126,3.467,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:32:57.197669Z","","","","",""
234,"1","Спасибо за оперативность 💫💫💫","2025-05-12T07:33:01.576609Z",3895181,3.219,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:33:01.576626Z","","","","",""
235,"1","Все отлично! Спасибо ","2025-05-12T07:33:05.752954Z",3895221,2.965,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:33:05.752982Z","","","","",""
236,"1","Спасибо, большое!!!","2025-05-12T07:33:09.345161Z",3895423,2.357,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:33:09.345186Z","","","","",""
237,"1","Спасибо  большое ! ","2025-05-12T07:33:13.805246Z",3895493,3.473,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:33:13.805267Z","","","","",""
238,"1","Быстро и оперативно ","2025-05-12T07:33:19.192945Z",3895519,2.844,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:33:19.192974Z","","","","",""
239,"1","Спасибо ","2025-05-12T07:33:23.300222Z",3895561,2.811,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:33:23.300238Z","","","","",""
240,"1","все отлично","2025-05-12T07:33:29.736339Z",3895566,3.973,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:33:29.736362Z","","","","",""
241,"1","Оперативно. Пока работает ","2025-05-12T07:33:34.635961Z",3895624,3.565,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:33:34.635983Z","","","","",""
242,"1","Лика, спасибо Вам за оперативный ответ и подробные разъяснения по работе с приложением! ","2025-05-12T07:33:41.339345Z",3895634,9.466000000000001,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:33:48.897698Z","","","","",""
243,"1","Спасибо большое ","2025-05-12T07:33:55.811903Z",3895642,3.188,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:33:55.811922Z","","","","",""
244,"1","Отличный сотрудник ","2025-05-12T07:34:03.308641Z",3895794,6.308,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:34:03.308660Z","","","","",""
245,"1","Спасибо Мастеру Олегу!","2025-05-12T07:34:08.240260Z",3895805,3.768,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:34:08.240277Z","","","","",""
246,"1","Для точной оценки нужно пережить зиму и понять, лучше стало или нет","2025-05-12T07:34:16.571064Z",3895874,7.382,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:34:16.571081Z","","","","",""
247,"1","Спасибо большое за оперативность!)👍 Уже оценили песочек - очень хороший, чистый))) Дети были очень рады что в песочнице достаточное количество песка!)) 🤗","2025-05-12T07:34:24.600530Z",3895925,6.562,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:34:24.600551Z","","","","",""
248,"1","Быстро.Качественно.","2025-05-12T07:34:33.389494Z",3896179,3.679,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:34:33.389511Z","","","","",""
249,"1","Спасибо большое всё решили быстро!","2025-05-12T07:34:38.589704Z",3896191,3.67,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:34:38.589733Z","","","","",""
250,"1","оперативно, быстро .","2025-05-12T07:34:43.450801Z",3896230,3.045,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:34:43.450819Z","","","","",""
251,"1","Спасибо","2025-05-12T07:34:48.289421Z",3896394,2.316,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:34:48.289445Z","","","","",""
252,"1","оказали не только услугу по приобретению ключа,но ещё установили приложение УК Самолёт!!!","2025-05-12T07:34:59.004345Z",3896480,9.22,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:34:59.004365Z","","","","",""
253,"1","Приходил мастер все отрегулировал большое спасибо ","2025-05-12T07:35:15.996326Z",3896509,15.991,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:35:15.996343Z","","","","",""
254,"1","Оперативно ","2025-05-12T07:35:20.101104Z",3896614,2.982,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:35:20.101123Z","","","","",""
255,"1","спасибо за консультацию","2025-05-12T07:35:24.001513Z",3896717,2.985,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:35:24.001532Z","","","","",""
256,"1","Парни (установщики) отработали на 5+, а вот упаковка не очень , тк не полный комплект фурнитуры (отсутствовали в комплекте нижняя ответка, пришлось колхозить и отпиливать кусок от старой ответки, а также шурупы отсутствовали)","2025-05-12T07:35:33.183229Z",3896735,8.06,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:35:33.183246Z","","","","",""
257,"1","Спасибо! Всё хорошо ","2025-05-12T07:35:37.213462Z",3896818,2.958,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:35:37.213480Z","","","","",""
258,"1","Все ок","2025-05-12T07:35:43.291814Z",3896822,2.887,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:35:43.291836Z","","","","",""
259,"1","Сразу бы так","2025-05-12T07:35:58.325021Z",3896870,3.505,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:35:58.325045Z","","","","",""
260,"1"," Ответ получен. 
Спасибо, что результатом стало уточнение и меня поняли. 
","2025-05-12T07:36:15.620018Z",3896928,9.954,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:36:15.620035Z","","","","",""
261,"1","Благодарю за обратную связь. 
За возможность добавить необходимый документ в ЛК приложения и тем самым решить вопрос, не посещая клиентский офис. 
При звонке было вежливое, доброжелательное отношение. ","2025-05-12T07:36:22.245431Z",3896945,5.769,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:36:22.245452Z","","","","",""
262,"1","Прислали на следующий день.
","2025-05-12T07:36:27.326890Z",3896981,4.035,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:36:27.326911Z","","","","",""
263,"1","Очень быстро отреагировали. Работа качественная!","2025-05-12T07:36:35.692718Z",3897000,5.596,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:36:35.692738Z","","","","",""
264,"1","Ну устранено","2025-05-12T07:36:40.546749Z",3897003,3.591,1,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:36:40.546767Z","","","","",""
265,"1","спасибо за подсказки и внимательное отношение ","2025-05-12T07:36:45.377577Z",3897016,3.817,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T07:36:45.377595Z","","","","",""
266,"1","Сантехник связался сразу. Вопрос решен. ","2025-05-12T07:36:50.292126Z",3897067,3.706,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:36:50.292143Z","","","","",""
267,"1","Спасибо технику)","2025-05-12T07:36:54.579690Z",3897113,3.248,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:36:54.579708Z","","","","",""
268,"1","Благодарю.  Всё отлично 👍. ","2025-05-12T07:36:58.825981Z",3897118,3.214,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:36:58.825999Z","","","","",""
269,"1","Спасибо!","2025-05-12T07:37:02.448725Z",3897184,2.699,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:37:02.448743Z","","","","",""
270,"1","спасибо ","2025-05-12T07:37:06.243900Z",3897192,2.774,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:37:06.243917Z","","","","",""
271,"1","Сантехник был ","2025-05-12T07:37:10.513701Z",3897201,3.266,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:37:10.513718Z","","","","",""
272,"1","подсказали куда обратиться для решения вопроса","2025-05-12T07:37:19.886381Z",3897252,7.823,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:37:19.886399Z","","","","",""
273,"1","Спасибо большое за информацию. Татьяна молодец!","2025-05-12T07:37:24.754112Z",3897281,3.982,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:37:24.754139Z","","","","",""
274,"1","электрик пришёл в день обращения, снял показания, счеткик работает, сотрудник вежливый. благодарю. ","2025-05-12T07:37:34.210287Z",3897654,7.772,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""],[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T07:37:34.210304Z","","","","",""
275,"1","Все было сделано быстро и качественно.","2025-05-12T07:37:38.617249Z",3897730,3.397,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:37:38.617268Z","","","","",""
276,"1","Все было сделано быстро и качественно.","2025-05-12T07:37:43.979967Z",3897737,3.786,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:37:43.979993Z","","","","",""
277,"1","Все было сделано быстро и качественно.","2025-05-12T07:37:50.100691Z",3897741,4.529,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:37:50.100714Z","","","","",""
278,"1","Спасибо","2025-05-12T07:37:53.910043Z",3897826,2.693,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:37:53.910061Z","","","","",""
279,"1","Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ","2025-05-12T07:38:00.918726Z",3897831,6.124,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:38:00.918746Z","","","","",""
280,"1","Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!","2025-05-12T07:38:11.932933Z",3898045,9.283,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:38:11.932951Z","","","","",""
281,"1","да открыла спасибо
","2025-05-12T07:38:15.654174Z",3898232,2.932,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:38:15.654199Z","","","","",""
282,"1","быстро позвонили, пришли все сделали,спасибо ","2025-05-12T07:38:20.243330Z",3898417,3.624,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:38:20.243347Z","","","","",""
283,"1","Молодцы, очень оперативно!!!!! Прям минус одна головная боль ","2025-05-12T07:38:25.344453Z",3898427,3.553,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:38:25.344471Z","","","","",""
284,"1","Очень быстро, качественно. Спасибо! 🤝","2025-05-12T07:38:30.683012Z",3898572,3.426,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T07:38:30.683033Z","","","","",""
285,"1","спасибо большое за разъяснения и за оперативность","2025-05-12T07:38:41.247552Z",3898709,9.459,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:38:41.247570Z","","","","",""
286,"1","Спасибо 
","2025-05-12T07:38:45.491639Z",3898733,2.879,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:38:45.491658Z","","","","",""
287,"1","сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)","2025-05-12T07:38:51.907453Z",3898761,13.431000000000001,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""]]}]","2025-05-12T07:39:03.500460Z","","","","",""
288,"1","Быстро и понятно ","2025-05-12T07:39:12.703936Z",3898762,8.037,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:39:12.703953Z","","","","",""
289,"1","Спасибо за консультацию!","2025-05-12T07:39:19.403162Z",3898819,3.089,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:39:19.403181Z","","","","",""
290,"1","спасибо за оперативность ","2025-05-12T07:39:23.493951Z",3898847,3.104,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:39:23.493974Z","","","","",""
291,"1","спасибо","2025-05-12T07:39:26.768659Z",3898925,2.302,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:39:26.768679Z","","","","",""
292,"1","Просто и удобно, а также быстро и экономия времени и ресурсов
.","2025-05-12T07:39:31.791816Z",3899012,4.094,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:39:31.791834Z","","","","",""
293,"1","Отлично!","2025-05-12T07:39:37.568361Z",3899166,3.939,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:39:37.568380Z","","","","",""
294,"1","Спасибо! ","2025-05-12T07:39:41.326221Z",3899751,2.654,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:39:41.326239Z","","","","",""
295,"1","Норм","2025-05-12T07:39:45.182259Z",3899781,2.993,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:39:45.182275Z","","","","",""
296,"1","Отлично все сделано 5 балов.","2025-05-12T07:39:49.022919Z",3899842,2.924,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:39:49.022936Z","","","","",""
297,"1","четвёрка за то что выслали только со второго раза. 
нужную квитанцию! ","2025-05-12T07:39:58.732434Z",3899902,8.823,4,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:39:58.732453Z","","","","",""
298,"1","Спасибо! ","2025-05-12T07:40:03.319547Z",3899994,3.031,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:40:03.319572Z","","","","",""
299,"1","отлично👍👏😆","2025-05-12T07:40:06.269533Z",3900024,2.104,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:40:06.269548Z","","","","",""
300,"1","спс","2025-05-12T07:40:09.817535Z",3900150,2.586,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:40:09.817552Z","","","","",""
301,"1","Спасибо большое, все получила ","2025-05-12T07:40:13.388252Z",3900408,2.693,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:40:13.388273Z","","","","",""
302,"1","Спасибо ,очень оперативно ","2025-05-12T07:40:18.107924Z",3900525,3.694,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T07:40:18.107940Z","","","","",""
303,"1","благодарю мастера, всё объяснил и дал рекомендации","2025-05-12T07:40:28.565693Z",3900539,7.486,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:40:28.565709Z","","","","",""
304,"1","Ребята молодцы","2025-05-12T07:40:33.044677Z",3900559,3.359,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:40:33.044693Z","","","","",""
305,"1","Спасибо за оперативное решение","2025-05-12T07:40:37.331480Z",3900602,3.213,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:40:37.331500Z","","","","",""
306,"1","спасибо","2025-05-12T07:40:40.456941Z",3900618,2.155,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:40:40.456956Z","","","","",""
307,"1","спасибо!
","2025-05-12T07:40:43.485771Z",3900686,2.141,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:40:43.485790Z","","","","",""
308,"1","оперативно, спасибо","2025-05-12T07:40:47.440453Z",3900690,2.917,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:40:47.440469Z","","","","",""
309,"1","Большое спасибо мастеру!","2025-05-12T07:40:52.734488Z",3900869,4.431,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T07:40:52.734507Z","","","","",""
310,"1","к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК","2025-05-12T07:41:08.495738Z",3900886,14.71,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:41:08.495758Z","","","","",""
311,"1","Спасибо!","2025-05-12T07:41:22.150096Z",3901066,12.241,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:41:22.150120Z","","","","",""
312,"1","спасибо! ","2025-05-12T07:41:25.708901Z",3901093,2.546,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:41:25.708923Z","","","","",""
313,"1","Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍","2025-05-12T07:41:37.527294Z",3901101,88.12200000000001,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T07:42:55.966281Z","","","","",""
314,"1","Быстро и чётко","2025-05-12T07:43:00.981205Z",3901168,3.715,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T07:43:00.981227Z","","","","",""
315,"1","Всё хорошо","2025-05-12T07:43:44.432624Z",3901182,4.006,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T07:43:44.432644Z","","","","",""
