annotation_id,annotator,comment,created_at,id,lead_time,rating,taxonomy,updated_at,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Не удовлетворён,Не понравилось качество,Не понравился результат
520,1,"Проблема решена, быстро и оперативно..",2025-05-12 11:36:29.580,3913676,5.258,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:36:29.580,,,,,,,,
521,1,"Всё отлично, спасибо!",2025-05-12 11:36:33.348,3913730,2.927,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:36:33.348,,,,,,,,
522,1,Очень быстро и вежливо)),2025-05-12 11:36:46.964,3913971,4.854,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]",2025-05-12 11:36:46.964,,,,,,,,
523,1,Второй специалист все отлично решил. Спасибо.,2025-05-12 11:36:52.849,3913976,3.986,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:36:52.849,,,,,,,,
524,1,Благодарю за оперативность!,2025-05-12 11:36:56.953,3914036,3.121,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:36:56.953,,,,,,,,
525,1,Спасибо. ,2025-05-12 11:37:01.280,3914082,3.521,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:37:01.280,,,,,,,,
526,1,благадарю специалиста,2025-05-12 11:37:06.663,3914097,4.458,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:37:06.663,,,,,,,,
527,1,"Очень быстро и качественно, спасибо! ",2025-05-12 11:37:12.313,3914189,3.767,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:37:12.313,,,,,,,,
528,1,Спасибо за оперативность ,2025-05-12 11:37:16.462,3914220,3.04,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:37:16.462,,,,,,,,
529,1,Спасибо Большое! Всё сделано супер!,2025-05-12 11:37:20.720,3914351,2.967,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:37:20.720,,,,,,,,
530,1,Комод убран. Большое спасибо за оперативное решение,2025-05-12 11:37:28.012,3914367,6.383,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:37:28.012,,,,,,,,
531,1,Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!,2025-05-12 11:37:35.595,3914531,6.568,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:37:35.595,,,,,,,,
532,1,Очень быстро отреагировали и устранили проблему ,2025-05-12 11:37:42.714,3914571,6.198,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]",2025-05-12 11:37:42.714,,,,,,,,
533,1,спасибо большое за оперативность))),2025-05-12 11:37:48.929,3914595,5.005,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:37:48.929,,,,,,,,
534,1,Вот теперь все данные правильно внесены. Спасибо.,2025-05-12 11:38:18.927,3914622,29.004,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:38:18.927,,,,,,,,
535,1,"спасибо 
",2025-05-12 11:38:23.486,3914651,3.113,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:38:23.486,,,,,,,,
536,1,Спасибо за оперативную помощь,2025-05-12 11:38:29.179,3914767,3.992,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:38:29.179,,,,,,,,
537,1,Спасибо! Ключи рабочие,2025-05-12 11:38:33.968,3914795,3.53,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:38:33.968,,,,,,,,
538,1,"Круто , быстро ,спасибо ",2025-05-12 11:38:39.339,3914807,4.4,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:38:39.339,,,,,,,,
539,1,"быстро, эффективно!",2025-05-12 11:39:55.332,3914918,3.387,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:39:55.332,,,,,,,,
540,1,Все отлично,2025-05-12 11:39:59.697,3915041,2.998,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:39:59.697,,,,,,,,
541,1,Отличный сантехник!,2025-05-12 11:40:27.479,3915053,26.486,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:40:27.479,,,,,,,,
542,1,Спасибо!!!,2025-05-12 11:40:31.128,3915108,2.474,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:40:31.128,,,,,,,,
543,1,очень оперативно. спасибо ,2025-05-12 11:40:35.612,3915266,3.569,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:40:35.613,,,,,,,,
544,1,Как оперативно! Благодарю!,2025-05-12 11:40:40.980,3915342,3.713,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:40:40.980,,,,,,,,
545,1,Благодарю за оперативность ,2025-05-12 11:40:44.770,3915523,2.924,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:40:44.770,,,,,,,,
546,1,Быстро среагировали и решили проблему. Спасибо!,2025-05-12 11:40:50.903,3915543,5.04,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:40:50.903,,,,,,,,
547,1,Быстро сделали.,2025-05-12 11:40:55.361,3915644,3.435,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:40:55.361,,,,,,,,
548,1,Благодарю!,2025-05-12 11:40:58.784,3916058,2.569,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:40:58.784,,,,,,,,
549,1,Спасибо!,2025-05-12 11:41:02.370,3916306,2.65,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:41:02.370,,,,,,,,
550,1,Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность),2025-05-12 11:41:09.075,3916307,5.082,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:41:09.075,,,,,,,,
551,1,спасибо за консультацию,2025-05-12 11:41:52.952,3916362,3.234,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:41:52.952,,,,,,,,
552,1,быстро,2025-05-12 11:41:56.835,3916376,2.841,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:41:56.835,,,,,,,,
553,1,"все хорошо, очень доступно все объяснили",2025-05-12 11:42:14.965,3916394,3.187,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:42:14.965,,,,,,,,
554,1,спасибо,2025-05-12 11:42:19.506,3916430,2.821,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:42:19.506,,,,,,,,
555,1,Спасибо за оперативность!,2025-05-12 11:42:29.691,3916516,8.762,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:42:29.691,,,,,,,,
556,1,спасибо!,2025-05-12 11:42:34.843,3916523,2.854,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:42:34.843,,,,,,,,
557,1,Мастер на все руки! Спасибо большое 👍👍👍,2025-05-12 11:42:39.425,3916525,3.365,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:42:39.425,,,,,,,,
558,1,Оперативно,2025-05-12 11:42:44.888,3916678,4.382,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:42:44.888,,,,,,,,
559,1,Отличный мастер,2025-05-12 11:42:48.681,3916720,2.792,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:42:48.681,,,,,,,,
560,1,"да,  спасибо. пока не сломали)",2025-05-12 11:42:56.284,3916845,5.721,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:42:56.284,,,,,,,,
561,1,Оперативная работа👍,2025-05-12 11:43:00.569,3917076,2.964,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:43:00.569,,,,,,,,
562,1,Оперативно,2025-05-12 11:43:20.049,3917113,14.453,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:43:20.049,,,,,,,,
563,1,все очень быстро и качественно сделал сантехник Сергей!,2025-05-12 11:43:25.119,3917220,3.946,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:43:25.119,,,,,,,,
564,1,Спасибо,2025-05-12 11:43:29.789,3917257,3.822,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:43:29.789,,,,,,,,
565,1,Спасибо огромное 🫶🏼,2025-05-12 11:43:44.034,3917341,12.918,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:43:44.034,,,,,,,,
566,1,"Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне ",2025-05-12 11:43:48.832,3917445,3.697,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:43:48.832,,,,,,,,
567,1,Спасибо большое за оперативное решение,2025-05-12 11:43:54.614,3917598,3.926,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:43:54.614,,,,,,,,
568,1,Отличное обслуживание.,2025-05-12 11:43:58.519,3917634,2.93,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:43:58.519,,,,,,,,
569,1,Всё решили ,2025-05-12 11:44:03.668,3917644,3.277,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:44:03.668,,,,,,,,
570,1,"спасибо за оперативность
",2025-05-12 11:44:19.929,3918105,15.289,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:44:19.929,,,,,,,,
571,1,"Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ",2025-05-12 11:44:41.154,3918118,20.165,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:44:41.154,,,,,,,,
572,1,Спасибо за оперативность! ,2025-05-12 11:44:49.684,3918254,6.723,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:44:49.684,,,,,,,,
573,1,Ключи работают. ,2025-05-12 11:45:14.911,3918621,23.636,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:45:14.911,,,,,,,,
574,1,"Спасибо большое!
Выполнили работу быстро и аккуратно!",2025-05-12 11:45:22.960,3918647,5.377,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:45:22.960,,,,,,,,
575,1,"Все быстро, качественно, как договорились. Спасибо.",2025-05-12 11:45:28.556,3918748,4.011,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:45:28.556,,,,,,,,
576,1,Всё отлично! Спасибо большое!,2025-05-12 11:45:32.832,3918861,3.328,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:45:32.832,,,,,,,,
577,1,Самый вежливый работник ,2025-05-12 11:45:36.291,3919084,2.606,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:45:36.291,,,,,,,,
578,1,Четко и я оперативно,2025-05-12 11:45:48.526,3919087,11.301,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:45:48.526,,,,,,,,
579,1,Очень быстро!,2025-05-12 11:45:57.811,3919096,7.518,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:45:57.811,,,,,,,,
580,1,Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?,2025-05-12 11:46:13.475,3919099,14.488,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:46:13.475,,,,,,,,
581,1,Спасибо,2025-05-12 11:46:18.195,3919187,2.56,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:46:18.195,,,,,,,,
582,1,"Достаточно быстро, спасибо !",2025-05-12 11:46:22.397,3919231,3.147,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:46:22.397,,,,,,,,
583,1,"оперативно устранили, дали консультацию ",2025-05-12 11:46:29.997,3919253,5.281,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]",2025-05-12 11:46:29.997,,,,,,,,
584,1,спасибо огромное специалисту за оперативность и профессионализм. ,2025-05-12 11:46:38.676,3919349,6.8,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]",2025-05-12 11:46:38.676,,,,,,,,
585,1,"Напор стал хорошим,  спасибо ",2025-05-12 11:46:44.480,3919367,4.773,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:46:44.480,,,,,,,,
586,1,Спасибо.,2025-05-12 11:46:49.124,3919405,3.686,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:46:49.124,,,,,,,,
587,1,Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻,2025-05-12 11:46:59.828,3919407,9.229,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:46:59.828,,,,,,,,
588,1,Все отлично! Спасибо за быстрое устранение проблемы),2025-05-12 11:47:05.792,3919607,4.854,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:47:05.792,,,,,,,,
589,1,Спасибо! ,2025-05-12 11:47:10.204,3919649,3.25,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:47:10.204,,,,,,,,
590,1,"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ",2025-05-12 11:47:17.692,3919776,5.731,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:47:17.692,,,,,,,,
591,1,спасибо большое,2025-05-12 11:47:23.112,3919846,2.607,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:47:23.112,,,,,,,,
592,1,Виталик молодец. ,2025-05-12 11:47:30.834,3919877,6.62,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:47:30.834,,,,,,,,
593,1,"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",2025-05-12 11:47:45.733,3920112,13.196,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:47:45.733,,,,,,,,
594,1,"Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.",2025-05-12 11:47:53.324,3920141,6.773,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:47:53.324,,,,,,,,
595,1,Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!,2025-05-12 11:48:47.923,3920353,53.625,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:48:47.923,,,,,,,,
596,1,Быстро устранили проблему ,2025-05-12 11:48:53.606,3920384,4.651,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:48:53.606,,,,,,,,
597,1,заявка выполнена мгновенно 👍,2025-05-12 11:48:58.312,3920419,3.445,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]",2025-05-12 11:48:58.312,,,,,,,,
598,1,Спасибо Татьяне!) Быстро и понятно все объяснила!),2025-05-12 11:49:04.698,3920519,4.311,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:49:04.698,,,,,,,,
599,1,огромное спасибо,2025-05-12 11:49:10.927,3920540,5.181,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:49:10.927,,,,,,,,
600,1,Быстрая реакция на обращение. На данный момент протечек нет.,2025-05-12 11:49:22.356,3920546,7.463,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:49:22.356,,,,,,,,
601,1,благодарю!,2025-05-12 11:49:27.464,3920561,2.683,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:49:27.464,,,,,,,,
602,1,Спасибо большое,2025-05-12 11:49:31.263,3920710,2.494,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:49:31.263,,,,,,,,
603,1,Спасибо! ,2025-05-12 11:49:34.504,3920756,2.285,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:49:34.504,,,,,,,,
604,1,"Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ",2025-05-12 11:49:42.674,3920898,7.193,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:49:42.674,,,,,,,,
605,1,Выполнено быстро и качественно.  Починили перила. ,2025-05-12 11:49:50.818,3920982,6.307,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:49:50.818,,,,,,,,
606,1,Спасибо за оперативно отработанную заявку,2025-05-12 11:49:55.504,3921006,3.751,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:49:55.504,,,,,,,,
607,1,Очень грамотный специалист. Устранил моментально.,2025-05-12 11:50:01.650,3921008,5.216,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:50:01.650,,,,,,,,
608,1,Спасибо за оперативную уборку! ,2025-05-12 11:50:09.112,3921012,4.407,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:50:09.112,,,,,,,,
609,1,Супер,2025-05-12 11:50:14.328,3921056,2.718,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:50:14.328,,,,,,,,
610,1,"Проблема решена с дверью,взаимодействие с овд игнорировано.",2025-05-12 11:50:21.281,3921069,5.86,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""]]}]",2025-05-12 11:50:21.281,,,,,,,,
611,1,"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",2025-05-12 11:50:27.179,3921087,5.015,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:50:27.179,,,,,,,,
612,1,благодарю!,2025-05-12 11:50:31.398,3921130,3.402,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:50:31.398,,,,,,,,
613,1,"было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре. ",2025-05-12 11:50:37.503,3921135,4.3,4,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:50:37.503,,,,,,,,
614,1,сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,2025-05-12 11:50:43.888,3921169,5.297,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:50:43.888,,,,,,,,
615,1,Лучший!,2025-05-12 11:50:47.677,3921214,2.726,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:50:47.677,,,,,,,,
616,1,спасибо сегодня возвращался домой и запаха не почувствовал,2025-05-12 11:52:06.840,3921394,77.718,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:52:06.840,,,,,,,,
617,1,Электрик прибежал оперативно и отключил сигнал пожарной тревоги. ,2025-05-12 11:52:12.774,3921414,5.013,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:52:12.774,,,,,,,,
618,1,Большое спасибо! Очень оперативно 👍🏻💕,2025-05-12 11:52:17.518,3921572,3.278,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:52:17.518,,,,,,,,
619,1,Все быстро и оперативно. Спасибо ,2025-05-12 11:52:22.020,3921610,3.592,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:52:22.020,,,,,,,,
620,1,Благодарю! ,2025-05-12 11:52:26.053,3921711,3.09,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:52:26.053,,,,,,,,
621,1,спасибо за оперативность ,2025-05-12 11:52:31.078,3921766,4.09,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:52:31.078,,,,,,,,
622,1,"Проблему устранили, но не сообщили по запросу, сколько потребуется времени на её решение",2025-05-12 11:53:35.082,3921850,62.913,4,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:53:35.082,,,,,,,,
623,1,Спасибо за прямую связь со специалистом который смог устранить неисправность!,2025-05-12 11:53:47.172,3921888,10.284,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:53:47.172,,,,,,,,
624,1,"проблема решена, теперь всё работает как надо",2025-05-12 11:53:54.375,3921907,5.563,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""]]}]",2025-05-12 11:53:54.375,,,,,,,,
625,1,"спасибо 🤗 
",2025-05-12 11:53:58.008,3921924,2.549,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:53:58.008,,,,,,,,
626,1,"днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос Вы ответили!!! спасибо Вам большое.!!!",2025-05-12 11:54:06.044,3922048,7.021,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""]]}]",2025-05-12 11:54:06.044,,,,,,,,
627,1,Большое спасибо. Все нормально работает.,2025-05-12 11:54:10.609,3922180,3.575,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:54:10.609,,,,,,,,
628,1,Очень оперативно! всë исправили,2025-05-12 11:54:15.722,3922350,4.137,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:54:15.722,,,,,,,,
629,1,"Быстро, качествено и оперативно. ",2025-05-12 11:54:21.022,3922395,4.339,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]",2025-05-12 11:54:21.022,,,,,,,,
630,1,"Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻 ",2025-05-12 11:54:32.276,3922415,10.203,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:54:32.276,,,,,,,,
631,1,Спасибо ,2025-05-12 11:54:35.470,3922482,2.271,5,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-12 11:54:35.470,,,,,,,,
632,1,всё очень быстро сделали ,2025-05-12 11:54:40.055,3922505,3.243,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:54:40.055,,,,,,,,
633,1,спасибо огромное за быстрое решение моей заявки! 👍,2025-05-12 11:54:47.038,3922516,5.158,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:54:47.038,,,,,,,,
634,1,"Электрик пришел, все проверил и нам объяснил все. Спасибо большое! ",2025-05-12 11:54:53.089,3922726,5.122,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:54:53.089,,,,,,,,
635,1,"Только положительные эмоции,специалист очень ответственный,огромная благодарность!",2025-05-12 11:54:59.429,3922770,5.067,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:54:59.429,,,,,,,,
636,1,Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.,2025-05-12 11:55:09.788,3922826,9.581,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]",2025-05-12 11:55:09.788,,,,,,,,
637,1,Мастеру Александру спасибо большое! ,2025-05-12 11:55:20.662,3922849,9.891,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:55:20.662,,,,,,,,
638,1,"Вежливые, доброжелательные. Разъяснили, подсказали.",2025-05-12 11:55:30.705,3922963,8.263,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]",2025-05-12 11:55:30.705,,,,,,,,
639,1,Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! ,2025-05-12 11:55:36.479,3923000,4.772,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]",2025-05-12 11:55:36.479,,,,,,,,
640,1,Спасибо большое за оперативность! Хорошего дня вам! ,2025-05-12 11:55:46.230,3923075,7.427,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]",2025-05-12 11:55:46.230,,,,,,,,
641,1,Все хорошо !  Быстро пришел мастер сделал все четко . ,2025-05-12 11:56:08.335,3923181,20.986,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]",2025-05-12 11:56:08.335,,,,,,,,
